#gene_id	gene_symbol	rank	score	hpo_implicated	hpo_description_implicated	phenotype_specificity
55773	TBC1D23	2438	0.42	[{'HP:0000540': 0.3}]	[{'Hypermetropia': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
23204	ARL6IP1	2439	0.42	[{'HP:0000347': 0.1}, {'HP:0000343': 0.1}, {'HP:0000369': 0.1}]	[{'Micrognathia': 0.1}, {'Long philtrum': 0.1}, {'Low-set ears': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
10717	AP4B1	2440	0.42	[{'HP:0000343': 0.3}]	[{'Long philtrum': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6789	STK4	2441	0.42	[{'HP:0001629': 0.2}]	[{'Ventricular septal defect': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6687	SPG7	2442	0.42	[{'HP:0000476': 0.1}, {'HP:0001328': 0.3}]	[{'Cystic hygroma': 0.1}, {'Specific learning disability': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1742	DLG4	2443	0.41	[{'HP:0000540': 0.1}, {'HP:0001328': 0.2}]	[{'Hypermetropia': 0.1}, {'Specific learning disability': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
201595	STT3B	2444	0.41	[{'HP:0001508': 0.4}]	[{'Failure to thrive': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
25776	CBY1	2445	0.41	[{'HP:0000369': 0.2}]	[{'Low-set ears': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
9568	GABBR2	2446	0.41	[{'HP:0001508': 0.2}]	[{'Failure to thrive': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
7337	UBE3A	2447	0.41	[{'HP:0000540': 0.1}, {'HP:0000347': 0.1}]	[{'Hypermetropia': 0.1}, {'Micrognathia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
7873	MANF	2448	0.41	[{'HP:0000819': 0.4}]	[{'Diabetes mellitus': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
22926	ATF6	2449	0.41	[{'HP:0000540': 0.4}]	[{'Hypermetropia': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
8456	FOXN1	2450	0.41	[{'HP:0000347': 0.1}, {'HP:0001508': 0.3}]	[{'Micrognathia': 0.1}, {'Failure to thrive': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
163175	LGI4	2451	0.41	[{'HP:0000347': 0.3}]	[{'Micrognathia': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
92345	NAF1	2452	0.41	[{'HP:0000819': 0.3}]	[{'Diabetes mellitus': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
2780	GNAT2	2454	0.41	[{'HP:0000540': 0.4}]	[{'Hypermetropia': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5146	PDE6C	2454	0.41	[{'HP:0000540': 0.4}]	[{'Hypermetropia': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5376	PMP22	2455	0.41	[{'HP:0011723': 0.1}, {'HP:0000540': 0.1}, {'HP:0001328': 0.1}]	[{'Congenital malformation of the right heart': 0.1}, {'Hypermetropia': 0.1}, {'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
242	ALOX12B	2456	0.41	[{'HP:0001508': 0.2}]	[{'Failure to thrive': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5310	PKD1	2457	0.41	[{'HP:0000476': 0.1}, {'HP:0001328': 0.1}]	[{'Cystic hygroma': 0.1}, {'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
2108	ETFA	2458	0.41	[{'HP:0000476': 0.1}]	[{'Cystic hygroma': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
105371045	PERCC1	2459	0.41	[{'HP:0001508': 0.3}]	[{'Failure to thrive': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
132158	GLYCTK	2460	0.41	[{'HP:0001508': 0.2}]	[{'Failure to thrive': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
79846	CFAP69	2461	0.41	[{'HP:0001629': 0.1}, {'HP:0000476': 0.1}]	[{'Ventricular septal defect': 0.1}, {'Cystic hygroma': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1825	DSC3	2462	0.41	[{'HP:0011723': 0.1}, {'HP:0000347': 0.1}, {'HP:0001508': 0.1}]	[{'Congenital malformation of the right heart': 0.1}, {'Micrognathia': 0.1}, {'Failure to thrive': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
3074	HEXB	2463	0.41	[{'HP:0001508': 0.2}, {'HP:0001328': 0.1}]	[{'Failure to thrive': 0.2}, {'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
90624	LYRM7	2464	0.41	[{'HP:0001508': 0.2}, {'HP:0000476': 0.1}]	[{'Failure to thrive': 0.2}, {'Cystic hygroma': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
9420	CYP7B1	2465	0.41	[{'HP:0001508': 0.3}]	[{'Failure to thrive': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
3868	KRT16	2466	0.41	[{'HP:0001508': 0.2}]	[{'Failure to thrive': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
443	ASPA	2467	0.41	[{'HP:0001328': 0.3}]	[{'Specific learning disability': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
23287	AGTPBP1	2468	0.41	[{'HP:0001508': 0.4}]	[{'Failure to thrive': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
58484	NLRC4	2469	0.41	[{'HP:0001508': 0.2}]	[{'Failure to thrive': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
3739	KCNA4	2470	0.41	[{'HP:0000540': 0.1}, {'HP:0000343': 0.1}, {'HP:0001328': 0.1}]	[{'Hypermetropia': 0.1}, {'Long philtrum': 0.1}, {'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1288	COL4A6	2471	0.41	[{'HP:0000540': 0.1}, {'HP:0001508': 0.2}]	[{'Hypermetropia': 0.1}, {'Failure to thrive': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1636	ACE	2472	0.41	[{'HP:0000819': 0.3}, {'HP:0001629': 0.1}]	[{'Diabetes mellitus': 0.3}, {'Ventricular septal defect': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
11155	LDB3	2473	0.41	[{'HP:0001629': 0.1}]	[{'Ventricular septal defect': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
3730	ANOS1	2474	0.41	[{'HP:0011723': 0.1}, {'HP:0000540': 0.1}, {'HP:0000347': 0.1}]	[{'Congenital malformation of the right heart': 0.1}, {'Hypermetropia': 0.1}, {'Micrognathia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
3110	MNX1	2475	0.41	[{'HP:0000819': 0.1}, {'HP:0001195': 0.1}]	[{'Diabetes mellitus': 0.1}, {'Single umbilical artery': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
51311	TLR8	2476	0.4	[{'HP:0000819': 0.3}]	[{'Diabetes mellitus': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
23498	HAAO	2477	0.4	[{'HP:0011723': 0.1}]	[{'Congenital malformation of the right heart': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
51399	TRAPPC4	2478	0.4	[{'HP:0000343': 0.3}]	[{'Long philtrum': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
3766	KCNJ10	2479	0.4	[{'HP:0000347': 0.1}, {'HP:0000369': 0.2}]	[{'Micrognathia': 0.1}, {'Low-set ears': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
285362	SUMF1	2480	0.4	[{'HP:0000347': 0.1}, {'HP:0000343': 0.1}]	[{'Micrognathia': 0.1}, {'Long philtrum': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
23095	KIF1B	2481	0.4	[{'HP:0001508': 0.2}]	[{'Failure to thrive': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
27183	VPS4A	2482	0.4	[{'HP:0000540': 0.1}, {'HP:0001508': 0.1}, {'HP:0000343': 0.1}]	[{'Hypermetropia': 0.1}, {'Failure to thrive': 0.1}, {'Long philtrum': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
64788	LMF1	2483	0.4	[{'HP:0000819': 0.3}]	[{'Diabetes mellitus': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
490	ATP2B1	2484	0.4	[{'HP:0000369': 0.2}]	[{'Low-set ears': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
686	BTD	2485	0.4	[{'HP:0000347': 0.1}, {'HP:0001195': 0.1}]	[{'Micrognathia': 0.1}, {'Single umbilical artery': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
6809	STX3	2486	0.4	[{'HP:0001508': 0.3}]	[{'Failure to thrive': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1409	CRYAA	2487	0.4	[{'HP:0000540': 0.3}, {'HP:0000347': 0.1}]	[{'Hypermetropia': 0.3}, {'Micrognathia': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5699	PSMB10	2488	0.4	[{'HP:0001508': 0.4}]	[{'Failure to thrive': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
23636	NUP62	2489	0.4	[{'HP:0001508': 0.4}]	[{'Failure to thrive': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
1974	EIF4A2	2490	0.4	[{'HP:0000347': 0.2}, {'HP:0000343': 0.1}]	[{'Micrognathia': 0.2}, {'Long philtrum': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
340024	SLC6A19	2491	0.4	[{'HP:0000369': 0.1}, {'HP:0001195': 0.1}]	[{'Low-set ears': 0.1}, {'Single umbilical artery': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
57531	HACE1	2492	0.4	[{'HP:0000540': 0.2}, {'HP:0001508': 0.1}]	[{'Hypermetropia': 0.2}, {'Failure to thrive': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
10342	TFG	2493	0.4	[{'HP:0001195': 0.1}]	[{'Single umbilical artery': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5836	PYGL	2494	0.4	[{'HP:0001508': 0.2}]	[{'Failure to thrive': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
486	FXYD2	2495	0.4	[{'HP:0001195': 0.1}, {'HP:0001328': 0.1}]	[{'Single umbilical artery': 0.1}, {'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
50	ACO2	2496	0.4	[{'HP:0001508': 0.4}]	[{'Failure to thrive': 0.4}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
847	CAT	2497	0.39	[{'HP:0000819': 0.3}]	[{'Diabetes mellitus': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
815	CAMK2A	2498	0.39	[{'HP:0001629': 0.2}]	[{'Ventricular septal defect': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5980	REV3L	2499	0.39	[{'HP:0000347': 0.2}]	[{'Micrognathia': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
5130	PCYT1A	2500	0.39	[{'HP:0000540': 0.1}, {'HP:0000819': 0.1}]	[{'Hypermetropia': 0.1}, {'Diabetes mellitus': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
8803	SUCLA2	2501	0.39	[{'HP:0001508': 0.2}, {'HP:0001328': 0.1}]	[{'Failure to thrive': 0.2}, {'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
84282	RNF135	2502	0.39	[{'HP:0000343': 0.3}]	[{'Long philtrum': 0.3}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
151188	ARL6IP6	2503	0.39	[{'HP:0000347': 0.2}]	[{'Micrognathia': 0.2}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
4191	MDH2	2504	0.39	[{'HP:0001508': 0.2}, {'HP:0001328': 0.1}]	[{'Failure to thrive': 0.2}, {'Specific learning disability': 0.1}]	C - the phenotype is reported with limited association with the gene, not highly specific and/or with high genetic heterogeneity.
